ID	Taxon	Gloss	GlossID	Orthography	IPA	TOKENS	CogID	CLPA_TOKENS	CLPA_IDS
939	Albanian	seed	135	farë	far	f a r	948	f a r	452 997 153
940	English	seed	135	seed	sid	s i d	945	s i d	89 1076 145
941	French	seed	135	graine	grɛn	g r ɛ n	946	ɡ r ɛ n	831 153 1121 107
942	German	seed	135	Same	zaːmən	z aː m ə n	945	z aː m ə n	80 1004 241 1022 107
943	Hawaiian	seed	135	`ano`ano	ʔanoʔano	ʔ a n o ʔ a n o	950	ʔ a n o ʔ a n o	409 997 107 887 409 997 107 887
944	Navajo	seed	135	k'eelyéí	kˀeːljei	kˀ eː l j e i	949	kʼ eː l j e i	776 1091 554 570 1089 1076
945	Turkish	seed	135	tohum	tohum	t o h u m	-947	t o h u m	120 887 405 868 241
946	Albanian	sew	136	qep	cep	c e p	646	c e p	606 1089 291
947	English	sew	136	sews	so	s o	644	s o	89 887
948	French	sew	136	coud	kuz	k u z	644	k u z	838 868 80
949	German	sew	136	näht	neː	n eː	643	n eː	107 1091
950	Hawaiian	sew	136	humu	humu	h u m u	648	h u m u	405 868 241 868
951	Navajo	sew	136	náiƚkad	nayiɬkad	n ay i ɬ k a d	647	n ? i ɬ k a d	107 ? 1076 540 838 997 145
952	Turkish	sew	136	dikiyor	dik	d i k	645	d i k	145 1076 838
953	Albanian	sharp	137	mprehtë	mpreht	m p r e h t	964	m p r e h t	241 291 153 1089 405 120
954	English	sharp	137	sharp	ʃarp	ʃ a r p	961	ʃ a r p	683 997 153 291
955	French	sharp	137	tranchant	trɑ̃ʃɑ̃t	t r ɑ̃ ʃ ɑ̃ t	962	t r ɑ̃ ʃ ɑ̃ t	120 153 951 683 951 120
956	German	sharp	137	scharf	ʃarf	ʃ a r f	961	ʃ a r f	683 997 153 452
957	Hawaiian	sharp	137	`oi	ʔoi	ʔ o i	967	ʔ o i	409 887 1076
958	Navajo	sharp	137	deení	deːni	d eː n i	965	d eː n i	145 1091 107 1076
959	Turkish	sharp	137	keskin	keskin	k e s k i n	963	k e s k i n	838 1089 89 838 1076 107
960	Albanian	short	138	shkurtër	ʃkurtər	ʃ k u r t ə r	-1150	ʃ k u r t ə r	683 838 868 153 120 1022 153
961	English	short	138	short	ʃɔrt	ʃ ɔ r t	1150	ʃ ɔ r t	683 916 153 120
962	French	short	138	court	kurt	k u r t	1150	k u r t	838 868 153 120
963	German	short	138	kurz	kurʦ	k u r ʦ	-1150	k u r ts	838 868 153 15
964	Hawaiian	short	138	pōkole	poːkole	p oː k o l e	1154	p oː k o l e	291 880 838 887 554 1089
965	Navajo	short	138	yázhí	jayʒi	j ay ʒ i	1152	j ? ʒ i	570 ? 685 1076
966	Turkish	short	138	kısa	kɯsa	k ɯ s a	1151	k ɯ s a	838 944 89 997
967	Albanian	sing	139	këndon	kəndo	k ə n d o	-683	k ə n d o	838 1022 107 145 887
968	English	sing	139	sings	sɪŋ	s ɪ ŋ	682	s ɪ ŋ	89 1110 801
969	French	sing	139	chante	ʃɑ̃te	ʃ ɑ̃ t e	683	ʃ ɑ̃ t e	683 951 120 1089
970	German	sing	139	singt	ziŋ	z i ŋ	682	z i ŋ	80 1076 801
971	Hawaiian	sing	139	mele	mele	m e l e	686	m e l e	241 1089 554 1089
972	Navajo	sing	139	hataaƚ	hataːɬ	h a t aː ɬ	685	h a t aː ɬ	405 997 120 1004 540
973	Turkish	sing	139	şarkı söylüyor	ʃarkɯ	ʃ a r k ɯ	684	ʃ a r k ɯ	683 997 153 838 944
974	Albanian	sit	140	(rri) ndenjur	ndeɲ	n d e ɲ	984	n d e ɲ	107 145 1089 595
975	English	sit	140	sits	sɪt	s ɪ t	982	s ɪ t	89 1110 120
976	French	sit	140	(est) assis	asiz	a s i z	982	a s i z	997 89 1076 80
977	German	sit	140	sitzt	ziʦ	z i ʦ	982	z i ts	80 1076 15
978	Hawaiian	sit	140	noho	noho	n o h o	986	n o h o	107 887 405 887
979	Navajo	sit	140	sidá	siday	s i d ay	985	s i d ?	89 1076 145 ?
980	Turkish	sit	140	oturuyor	otur	o t u r	983	o t u r	887 120 868 153
981	Albanian	skin	141	lëkurë	ləkur	l ə k u r	56	l ə k u r	554 1022 838 868 153
982	English	skin	141	skin	skin	s k i n	-54	s k i n	89 838 1076 107
983	French	skin	141	peau	po	p o	53	p o	291 887
984	German	skin	141	Haut	haut	h au t	52	h au t	405 1033 120
985	Hawaiian	skin	141	`ili	ʔili	ʔ i l i	58	ʔ i l i	409 1076 554 1076
986	Navajo	skin	141	'akágí	kaygi	k ay g i	57	k ? ɡ i	838 ? 831 1076
987	Turkish	skin	141	deri	deri	d e r i	55	d e r i	145 1089 153 1076
988	Albanian	sky	142	qiell	cieł	c i e ł	-650	c i e lˠ	606 1076 1089 549
989	English	sky	142	sky	skai	s k ai	-651	s k ai	89 838 1037
990	French	sky	142	ciel	sjɛl	s j ɛ l	650	s j ɛ l	89 570 1121 554
991	German	sky	142	Himmel	himəl	h i m ə l	649	h i m ə l	405 1076 241 1022 554
992	Hawaiian	sky	142	lani	lani	l a n i	654	l a n i	554 997 107 1076
993	Navajo	sky	142	yá	yay	y ay	653	y ?	1047 ?
994	Turkish	sky	142	gök	gøk	g ø k	652	ɡ ø k	831 1052 838
995	Albanian	sleep	143	fle	fle	f l e	830	f l e	452 554 1089
996	English	sleep	143	sleeps	slip	s l i p	827	s l i p	89 554 1076 291
997	French	sleep	143	dort	dɔr	d ɔ r	828	d ɔ r	145 916 153
998	German	sleep	143	schläft	ʃlaːf	ʃ l aː f	827	ʃ l aː f	683 554 1004 452
999	Hawaiian	sleep	143	moe	moe	m o e	832	m o e	241 887 1089
1000	Navajo	sleep	143	'aƚhosh	ʔaɬhoʃ	ʔ a ɬ h o ʃ	831	ʔ a ɬ h o ʃ	409 997 540 405 887 683
1001	Turkish	sleep	143	uyuyor	uju	u j u	829	u j u	868 570 868
1002	Albanian	small	144	vogël	vogəl	v o g ə l	297	v o ɡ ə l	451 887 831 1022 554
1003	English	small	144	small	smɔl	s m ɔ l	295	s m ɔ l	89 241 916 554
1004	French	small	144	petit	pətit	p ə t i t	294	p ə t i t	291 1022 120 1076 120
1005	German	small	144	klein	klain	k l ai n	293	k l ai n	838 554 1037 107
1006	Hawaiian	small	144	iki	iki	i k i	300	i k i	1076 838 1076
1007	Navajo	small	144	yázhí	jayʒi	j ay ʒ i	298	j ? ʒ i	570 ? 685 1076
1008	Turkish	small	144	küçük	kyʧyk	k y ʧ y k	296	k y tʃ y k	838 1047 651 1047 838
1009	Albanian	smell	145	marr erë	er	e r	-1037	e r	1089 153
1010	English	smell	145	smells	smel	s m e l	1035	s m e l	89 241 1089 554
1011	French	smell	145	sent	sɑ̃t	s ɑ̃ t	1034	s ɑ̃ t	89 951 120
1012	German	smell	145	riecht	riːx	r iː x	1033	r iː x	153 1068 778
1013	Hawaiian	smell	145	honi	honi	h o n i	1040	h o n i	405 887 107 1076
1014	Navajo	smell	145	yishchą́ą́'	jiʃʧã́ː	j i ʃ ʧ ã́ː	1038	j i ʃ tʃ ãː	570 1076 683 651 992
1015	Turkish	smell	145	koklayor	kokla	k o k l a	1036	k o k l a	838 887 838 554 997
1016	Albanian	smoke	146	tym	tym	t y m	-612	t y m	120 1047 241
1017	English	smoke	146	smoke	smok	s m o k	613	s m o k	89 241 887 838
1018	French	smoke	146	fumée	fyme	f y m e	612	f y m e	452 1047 241 1089
1019	German	smoke	146	Rauch	raux	r au x	611	r au x	153 1033 778
1020	Hawaiian	smoke	146	uahi	uahi	u a h i	616	u a h i	868 997 405 1076
1021	Navajo	smoke	146	ƚid	ɬid	ɬ i d	615	ɬ i d	540 1076 145
1022	Turkish	smoke	146	duman	duman	d u m a n	614	d u m a n	145 868 241 997 107
1023	Albanian	smooth	147	lëmuet	ləmo	l ə m o	880	l ə m o	554 1022 241 887
1024	English	smooth	147	smooth	smuð	s m u ð	878	s m u ð	89 241 868 419
1025	French	smooth	147	lisse	lis	l i s	877	l i s	554 1076 89
1026	German	smooth	147	glatt	glat	g l a t	876	ɡ l a t	831 554 997 120
1027	Hawaiian	smooth	147	malino	malino	m a l i n o	883	m a l i n o	241 997 554 1076 107 887
1028	Navajo	smooth	147	dilkǫǫh	dilkõːh	d i l k õː h	881	d i l k õː h	145 1076 554 838 873 405
1029	Turkish	smooth	147	düz	dyz	d y z	879	d y z	145 1047 80
1030	Albanian	snake	148	gjarpër	ɟarpər	ɟ a r p ə r	656	ɟ a r p ə r	609 997 153 291 1022 153
1031	English	snake	148	snake	snek	s n e k	657	s n e k	89 107 1089 838
1032	French	snake	148	serpent	sɛrpɑ̃	s ɛ r p ɑ̃	656	s ɛ r p ɑ̃	89 1121 153 291 951
1033	German	snake	148	Schlange	ʃlaŋə	ʃ l a ŋ ə	655	ʃ l a ŋ ə	683 554 997 801 1022
1034	Hawaiian	snake	148	naheka	naheka	n a h e k a	-657	n a h e k a	107 997 405 1089 838 997
1035	Navajo	snake	148	tƚ'iish	tˡˀiːʃ	tˡˀ iː ʃ	659	tɬʼ iː ʃ	508 1068 683
1036	Turkish	snake	148	yılan	jɯlan	j ɯ l a n	658	j ɯ l a n	570 944 554 997 107
1037	Albanian	snow	149	borë	bor	b o r	989	b o r	257 887 153
1038	English	snow	149	snow	sno	s n o	987	s n o	89 107 887
1039	French	snow	149	neige	nɛʒ	n ɛ ʒ	987	n ɛ ʒ	107 1121 685
1040	German	snow	149	Schnee	ʃneː	ʃ n eː	987	ʃ n eː	683 107 1091
1041	Hawaiian	snow	149	hau kea	hau	h a u	991	h a u	405 997 868
1042	Navajo	snow	149	zas	zas	z a s	990	z a s	80 997 89
1043	Turkish	snow	149	kar	kar	k a r	988	k a r	838 997 153
1044	Albanian	some	150	disa	disa	d i s a	361	d i s a	145 1076 89 997
1045	English	some	150	some	səm	s ə m	359	s ə m	89 1022 241
1046	French	some	150	quelques	kɛlkə	k ɛ l k ə	358	k ɛ l k ə	838 1121 554 838 1022
1047	German	some	150	einige	ainig	ai n i g	357	ai n i ɡ	1037 107 1076 831
1048	Hawaiian	some	150	kekahi	kekahi	k e k a h i	364	k e k a h i	838 1089 838 997 405 1076
1049	Navajo	some	150	ƚa'	ɬaʔ	ɬ a ʔ	362	ɬ a ʔ	540 997 409
1050	Turkish	some	150	bazı	bazɯ	b a z ɯ	-360	b a z ɯ	257 997 80 944
1051	Albanian	spit	151	pështyn	pəʃty	p ə ʃ t y	769	p ə ʃ t y	291 1022 683 120 1047
1052	English	spit	151	spits	spɪt	s p ɪ t	767	s p ɪ t	89 291 1110 120
1053	French	spit	151	crache	kraʃe	k r a ʃ e	-766	k r a ʃ e	838 153 997 683 1089
1054	German	spit	151	spuckt	ʃpuk	ʃ p u k	-765	ʃ p u k	683 291 868 838
1055	Hawaiian	spit	151	kuha	kuha	k u h a	771	k u h a	838 868 405 997
1056	Navajo	spit	151	dishsheeh	diʒeːh	d i ʒ eː h	770	d i ʒ eː h	145 1076 685 1091 405
1057	Turkish	spit	151	tükürüyor	tykyr	t y k y r	768	t y k y r	120 1047 838 1047 153
1058	Albanian	split	152	çan	ʧa	ʧ a	152	tʃ a	651 997
1059	English	split	152	splits	splɪit	s p l ɪi t	-149	s p l ? t	89 291 554 ? 120
1060	French	split	152	fend	fɑ̃d	f ɑ̃ d	150	f ɑ̃ d	452 951 145
1061	German	split	152	spaltet	ʃpalt	ʃ p a l t	149	ʃ p a l t	683 291 997 554 120
1062	Hawaiian	split	152	wāhi	waːhi	w aː h i	154	w aː h i	462 1004 405 1076
1063	Navajo	split	152	'aƚtániishgéésh	ʔaɬtayniːgeːʃ	ʔ a ɬ t ay n iː g eː ʃ	153	ʔ a ɬ t ? n iː ɡ eː ʃ	409 997 540 120 ? 107 1068 831 1091 683
1064	Turkish	split	152	yarıyor	jar	j a r	151	j a r	570 997 153
1065	Albanian	squeeze	153	shtrydh	ʃtryð	ʃ t r y ð	551	ʃ t r y ð	683 120 153 1047 419
1066	English	squeeze	153	squeezes	skwiz	s k w i z	549	s k w i z	89 838 462 1076 80
1067	French	squeeze	153	presse	prɛse	p r ɛ s e	548	p r ɛ s e	291 153 1121 89 1089
1068	German	squeeze	153	drückt	dryk	d r y k	547	d r y k	145 153 1047 838
1069	Hawaiian	squeeze	153	`uwī	ʔuwiː	ʔ u w iː	553	ʔ u w iː	409 868 462 1068
1070	Navajo	squeeze	153	yiishnih	jiːnih	j iː n i h	552	j iː n i h	570 1068 107 1076 405
1071	Turkish	squeeze	153	sıkıyor	sɯk	s ɯ k	550	s ɯ k	89 944 838
1072	Albanian	stab	154	ther	θer	θ e r	621	θ e r	417 1089 153
1073	English	stab	154	stabs	stab	s t a b	619	s t a b	89 120 997 257
1074	French	stab	154	poignarde	pwaɲarde	p w a ɲ a r d e	618	p w a ɲ a r d e	291 462 997 595 997 153 145 1089
1075	German	stab	154	sticht	ʃtex	ʃ t e x	617	ʃ t e x	683 120 1089 778
1076	Hawaiian	stab	154	hou	hou	h o u	624	h o u	405 887 868
1077	Navajo	stab	154	bighá'níshgééd	biɣayʔniɬgeːd	b i ɣ ay ʔ n i ɬ g eː d	622	b i ɣ ? ʔ n i ɬ ɡ eː d	257 1076 780 ? 409 107 1076 540 831 1091 145
1078	Turkish	stab	154	hançerliyor	hanʧerle	h a n ʧ e r l e	-620	h a n tʃ e r l e	405 997 107 651 1089 153 554 1089
1079	Albanian	stand	155	(rri) më këmbë	kəmb	k ə m b	1044	k ə m b	838 1022 241 257
1080	English	stand	155	stands	stand	s t a n d	1041	s t a n d	89 120 997 107 145
1081	French	stand	155	(est) debout	dəbu	d ə b u	-1042	d ə b u	145 1022 257 868
1082	German	stand	155	steht	ʃteː	ʃ t eː	1041	ʃ t eː	683 120 1091
1083	Hawaiian	stand	155	kū	kuː	k uː	1046	k uː	838 860
1084	Navajo	stand	155	sizį́	sizĩ́	s i z ĩ́	1045	s i z ĩ	89 1076 80 1078
1085	Turkish	stand	155	duruyor	dur	d u r	1043	d u r	145 868 153
1086	Albanian	star	156	yll	ył	y ł	1057	y lˠ	1047 549
1087	English	star	156	star	stɑr	s t ɑ r	1055	s t ɑ r	89 120 952 153
1088	French	star	156	étoile	etwal	e t w a l	1055	e t w a l	1089 120 462 997 554
1089	German	star	156	Stern	ʃtern	ʃ t e r n	1055	ʃ t e r n	683 120 1089 153 107
1090	Hawaiian	star	156	hōkū	hoːkuː	h oː k uː	1059	h oː k uː	405 880 838 860
1091	Navajo	star	156	sǫ'	sõʔ	s õ ʔ	1058	s õ ʔ	89 883 409
1092	Turkish	star	156	yıldız	jɯldɯz	j ɯ l d ɯ z	1056	j ɯ l d ɯ z	570 944 554 145 944 80
1093	Albanian	stick	157	shkop	ʃkop	ʃ k o p	929	ʃ k o p	683 838 887 291
1094	English	stick	157	stick	stɪk	s t ɪ k	927	s t ɪ k	89 120 1110 838
1095	French	stick	157	bâton	batɔ̃	b a t ɔ̃	-926	b a t ɔ̃	257 997 120 915
1096	German	stick	157	Stock	ʃtok	ʃ t o k	925	ʃ t o k	683 120 887 838
1097	Hawaiian	stick	157	lā`au	laːʔau	l aː ʔ a u	932	l aː ʔ a u	554 1004 409 997 868
1098	Navajo	stick	157	tsin	ʦin	ʦ i n	930	ts i n	15 1076 107
1099	Turkish	stick	157	değnek	deɣnek	d e ɣ n e k	928	d e ɣ n e k	145 1089 780 107 1089 838
1100	Albanian	stone	158	gur	gur	g u r	581	ɡ u r	831 868 153
1101	English	stone	158	stone	ston	s t o n	578	s t o n	89 120 887 107
1102	French	stone	158	pierre	pjɛr	p j ɛ r	-579	p j ɛ r	291 570 1121 153
1103	German	stone	158	Stein	ʃtain	ʃ t ai n	578	ʃ t ai n	683 120 1037 107
1104	Hawaiian	stone	158	pōhaku	poːhaku	p oː h a k u	584	p oː h a k u	291 880 405 997 838 868
1105	Navajo	stone	158	tsé	ʦe	ʦ e	582	ts e	15 1089
1106	Turkish	stone	158	taş	taʃ	t a ʃ	580	t a ʃ	120 997 683
1107	Albanian	straight	159	drejtë	drejt	d r e j t	-871	d r e j t	145 153 1089 570 120
1108	English	straight	159	straight	stret	s t r e t	872	s t r e t	89 120 153 1089 120
1109	French	straight	159	droit	drwat	d r w a t	871	d r w a t	145 153 462 997 120
1110	German	straight	159	gerade	gəraːdə	g ə r aː d ə	870	ɡ ə r aː d ə	831 1022 153 1004 145 1022
1111	Hawaiian	straight	159	pololei	pololei	p o l o l e i	875	p o l o l e i	291 887 554 887 554 1089 1076
1112	Navajo	straight	159	k'éhózdon	kˀehozdon	kˀ e h o z d o n	874	kʼ e h o z d o n	776 1089 405 887 80 145 887 107
1113	Turkish	straight	159	doğru	doɣru	d o ɣ r u	873	d o ɣ r u	145 887 780 153 868
1114	Albanian	suck	160	thith	θiθ	θ i θ	1132	θ i θ	417 1076 417
1115	English	suck	160	sucks	sək	s ə k	1130	s ə k	89 1022 838
1116	French	suck	160	suce	syse	s y s e	1130	s y s e	89 1047 89 1089
1117	German	suck	160	saugt	zaug	z au g	1130	z au ɡ	80 1033 831
1118	Hawaiian	suck	160	omo	omo	o m o	1134	o m o	887 241 887
1119	Navajo	suck	160	yisht'o'	jiɬtˀoʔ	j i ɬ tˀ o ʔ	1133	j i ɬ tʼ o ʔ	570 1076 540 60 887 409
1120	Turkish	suck	160	emiyor	em	e m	1131	e m	1089 241
1121	Albanian	sun	161	diell	dieł	d i e ł	435	d i e lˠ	145 1076 1089 549
1122	English	sun	161	sun	sən	s ə n	433	s ə n	89 1022 107
1123	French	sun	161	soleil	sɔlɛj	s ɔ l ɛ j	433	s ɔ l ɛ j	89 916 554 1121 570
1124	German	sun	161	Sonne	zonə	z o n ə	433	z o n ə	80 887 107 1022
1125	Hawaiian	sun	161	lā	laː	l aː	437	l aː	554 1004
1126	Navajo	sun	161	shá	ʃay	ʃ ay	436	ʃ ?	683 ?
1127	Turkish	sun	161	güneş	gyneʃ	g y n e ʃ	434	ɡ y n e ʃ	831 1047 107 1089 683
1128	Albanian	swell	162	ënj	əɲ	ə ɲ	1074	ə ɲ	1022 595
1129	English	swell	162	swells	swɛl	s w ɛ l	1071	s w ɛ l	89 462 1121 554
1130	French	swell	162	enfle	ɑ̃fle	ɑ̃ f l e	1072	ɑ̃ f l e	951 452 554 1089
1131	German	swell	162	schwillt	ʃvel	ʃ v e l	1071	ʃ v e l	683 451 1089 554
1132	Hawaiian	swell	162	ho`opehu	hoʔopehu	h o ʔ o p e h u	1077	h o ʔ o p e h u	405 887 409 887 291 1089 405 868
1133	Navajo	swell	162	niishchaad	niːʧaːd	n iː ʧ aː d	1075	n iː tʃ aː d	107 1068 651 1004 145
1134	Turkish	swell	162	şişiyor	ʃiʃ	ʃ i ʃ	1073	ʃ i ʃ	683 1076 683
1135	Albanian	swim	163	noton	noto	n o t o	158	n o t o	107 887 120 887
1136	English	swim	163	swims	swɪm	s w ɪ m	155	s w ɪ m	89 462 1110 241
1137	French	swim	163	nage	naʒe	n a ʒ e	156	n a ʒ e	107 997 685 1089
1138	German	swim	163	schwimmt	ʃvim	ʃ v i m	155	ʃ v i m	683 451 1076 241
1139	Hawaiian	swim	163	`au	ʔau	ʔ a u	160	ʔ a u	409 997 868
1140	Navajo	swim	163	'ashkǫ́ǫ́h	ʔaɬkõːh	ʔ a ɬ k õː h	159	ʔ a ɬ k õː h	409 997 540 838 873 405
1141	Turkish	swim	163	yüzüyor	jyz	j y z	157	j y z	570 1047 80
1142	Albanian	tail	164	bisht	biʃt	b i ʃ t	126	b i ʃ t	257 1076 683 120
1143	English	tail	164	tail	tel	t e l	124	t e l	120 1089 554
1144	French	tail	164	queue	kø	k ø	123	k ø	838 1052
1145	German	tail	164	Schwanz	ʃvanʦ	ʃ v a n ʦ	122	ʃ v a n ts	683 451 997 107 15
1146	Hawaiian	tail	164	huelo	huelo	h u e l o	128	h u e l o	405 868 1089 554 887
1147	Navajo	tail	164	'atsee'	ʦeːʔ	ʦ eː ʔ	127	ts eː ʔ	15 1091 409
1148	Turkish	tail	164	kuyruk	kujruk	k u j r u k	125	k u j r u k	838 868 570 153 868 838
1149	Albanian	that	165	ai	ai	a i	775	a i	997 1076
1150	English	that	165	that	ðat	ð a t	772	ð a t	419 997 120
1151	French	that	165	cela	səla	s ə l a	773	s ə l a	89 1022 554 997
1152	German	that	165	das	das	d a s	772	d a s	145 997 89
1153	Hawaiian	that	165	kēlā	keːlaː	k eː l aː	778	k eː l aː	838 1091 554 1004
1154	Navajo	that	165	'éi	ʔeiː	ʔ e iː	776	ʔ e iː	409 1089 1068
1155	Turkish	that	165	o	on	o n	774	o n	887 107
1156	Albanian	there	166	aty	aty	a t y	720	a t y	997 120 1047
1157	English	there	166	there	ðɛr	ð ɛ r	717	ð ɛ r	419 1121 153
1158	French	there	166	là	la	l a	718	l a	554 997
1159	German	there	166	da	daː	d aː	717	d aː	145 1004
1160	Hawaiian	there	166	laila	laila	l a i l a	723	l a i l a	554 997 1076 554 997
1161	Navajo	there	166	'áadi	ʔaːdi	ʔ aː d i	721	ʔ aː d i	409 1004 145 1076
1162	Turkish	there	166	orada	ora	o r a	719	o r a	887 153 997
1163	Albanian	they	167	ata	ata	a t a	216	a t a	997 120 997
1164	English	they	167	they	ðe	ð e	-214	ð e	419 1089
1165	French	they	167	ils	il	i l	213	i l	1076 554
1166	German	they	167	sie	ziː	z iː	212	z iː	80 1068
1167	Hawaiian	they	167	lākou	laːkou	l aː k o u	219	l aː k o u	554 1004 838 887 868
1168	Navajo	they	167	daabí	bi	b i	217	b i	257 1076
1169	Turkish	they	167	onlar	on	o n	215	o n	887 107
1170	Albanian	thick	168	trashë	traʃ	t r a ʃ	690	t r a ʃ	120 153 997 683
1171	English	thick	168	thick	θɪk	θ ɪ k	687	θ ɪ k	417 1110 838
1172	French	thick	168	épais	epɛs	e p ɛ s	688	e p ɛ s	1089 291 1121 89
1173	German	thick	168	dick	dik	d i k	687	d i k	145 1076 838
1174	Hawaiian	thick	168	mānoa	maːnoa	m aː n o a	693	m aː n o a	241 1004 107 887 997
1175	Navajo	thick	168	ditą́	ditã́	d i t ã́	691	d i t ã	145 1076 120 1014
1176	Turkish	thick	168	kalın	kalɯn	k a l ɯ n	689	k a l ɯ n	838 997 554 944 107
1177	Albanian	thin	169	hollë	hoł	h o ł	495	h o lˠ	405 887 549
1178	English	thin	169	thin	θɪn	θ ɪ n	492	θ ɪ n	417 1110 107
1179	French	thin	169	mince	mɛ̃s	m ɛ̃ s	493	m ɛ̃ s	241 1123 89
1180	German	thin	169	dünn	dyn	d y n	492	d y n	145 1047 107
1181	Hawaiian	thin	169	wīwī	wiːwiː	w iː w iː	497	w iː w iː	462 1068 462 1068
1182	Navajo	thin	169	'áƚt'ą́'í	ʔayɬtˀã́ʔi	ʔ ay ɬ tˀ ã́ ʔ i	496	ʔ ? ɬ tʼ ã ʔ i	409 ? 540 60 1014 409 1076
1183	Turkish	thin	169	ince	inʤe	i n ʤ e	494	i n dʒ e	1076 107 655 1089
1184	Albanian	think	170	mendon	mendo	m e n d o	-639	m e n d o	241 1089 107 145 887
1185	English	think	170	thinks	θɪŋk	θ ɪ ŋ k	636	θ ɪ ŋ k	417 1110 801 838
1186	French	think	170	pense	pɑ̃se	p ɑ̃ s e	-637	p ɑ̃ s e	291 951 89 1089
1187	German	think	170	denkt	deŋk	d e ŋ k	636	d e ŋ k	145 1089 801 838
1188	Hawaiian	think	170	mana`o	manaʔo	m a n a ʔ o	642	m a n a ʔ o	241 997 107 997 409 887
1189	Navajo	think	170	nízin	nizin	n i z i n	640	n i z i n	107 1076 80 1076 107
1190	Turkish	think	170	düşünüyor	dyʃyn	d y ʃ y n	638	d y ʃ y n	145 1047 683 1047 107
1191	Albanian	this	171	ky	k	k	866	k	838
1192	English	this	171	this	ðɪs	ð ɪ s	863	ð ɪ s	419 1110 89
1193	French	this	171	ceci	səsi	s ə s i	864	s ə s i	89 1022 89 1076
1194	German	this	171	dieses	diːz	d iː z	863	d iː z	145 1068 80
1195	Hawaiian	this	171	kēia	keːia	k eː i a	869	k eː i a	838 1091 1076 997
1196	Navajo	this	171	díí	diː	d iː	867	d iː	145 1068
1197	Turkish	this	171	bu	bun	b u n	865	b u n	257 868 107
1198	Albanian	thou	172	ti	t	t	585	t	120
1199	English	thou	172	you	ju	j u	586	j u	570 868
1200	French	thou	172	tu	ty	t y	585	t y	120 1047
1201	German	thou	172	du	duː	d uː	585	d uː	145 860
1202	Hawaiian	thou	172	`oe	ʔoe	ʔ o e	589	ʔ o e	409 887 1089
1203	Navajo	thou	172	ni	ni	n i	588	n i	107 1076
1204	Turkish	thou	172	sen	sen	s e n	587	s e n	89 1089 107
1205	Albanian	three	173	tre	tre	t r e	724	t r e	120 153 1089
1206	English	three	173	three	θri	θ r i	724	θ r i	417 153 1076
1207	French	three	173	trois	trwa	t r w a	724	t r w a	120 153 462 997
1208	German	three	173	drei	drai	d r ai	724	d r ai	145 153 1037
1209	Hawaiian	three	173	kolu	kolu	k o l u	727	k o l u	838 887 554 868
1210	Navajo	three	173	táá'	taːʔ	t aː ʔ	726	t aː ʔ	120 1004 409
1211	Turkish	three	173	üç	yʧ	y ʧ	725	y tʃ	1047 651
1212	Albanian	throw	174	hedh	heð	h e ð	568	h e ð	405 1089 419
1213	English	throw	174	throws	θro	θ r o	566	θ r o	417 153 887
1214	French	throw	174	lance	lɑ̃se	l ɑ̃ s e	-565	l ɑ̃ s e	554 951 89 1089
1215	German	throw	174	wirft	verf	v e r f	564	v e r f	451 1089 153 452
1216	Hawaiian	throw	174	nou	nou	n o u	571	n o u	107 887 868
1217	Navajo	throw	174	hishhan	hiɬhan	h i ɬ h a n	569	h i ɬ h a n	405 1076 540 405 997 107
1218	Turkish	throw	174	atıyor	at	a t	567	a t	997 120
1219	Albanian	tie	175	lidh	lið	l i ð	1025	l i ð	554 1076 419
1220	English	tie	175	ties	tai	t ai	1023	t ai	120 1037
1221	French	tie	175	attache	ataʃe	a t a ʃ e	-1022	a t a ʃ e	997 120 997 683 1089
1222	German	tie	175	bindet	bind	b i n d	1021	b i n d	257 1076 107 145
1223	Hawaiian	tie	175	hīki`i	hiːkiʔi	h iː k i ʔ i	1027	h iː k i ʔ i	405 1068 838 1076 409 1076
1224	Navajo	tie	175	be'eshtƚ'ó	beʔetˡˀo	b e ʔ e tˡˀ o	1026	b e ʔ e tɬʼ o	257 1089 409 1089 508 887
1225	Turkish	tie	175	bağlıyor	baɣla	b a ɣ l a	1024	b a ɣ l a	257 997 780 554 997
1226	Albanian	tongue	176	gjuhë	ɟuh	ɟ u h	627	ɟ u h	609 868 405
1227	English	tongue	176	tongue	təŋ	t ə ŋ	625	t ə ŋ	120 1022 801
1228	French	tongue	176	langue	lɑ̃g	l ɑ̃ g	625	l ɑ̃ ɡ	554 951 831
1229	German	tongue	176	Zunge	ʦuŋə	ʦ u ŋ ə	625	ts u ŋ ə	15 868 801 1022
1230	Hawaiian	tongue	176	alelo	alelo	a l e l o	629	a l e l o	997 554 1089 554 887
1231	Navajo	tongue	176	'atsoo'	ʦoːʔ	ʦ oː ʔ	628	ts oː ʔ	15 880 409
1232	Turkish	tongue	176	dil	dil	d i l	626	d i l	145 1076 554
1233	Albanian	tooth	177	dhëmb	ðəmb	ð ə m b	1188	ð ə m b	419 1022 241 257
1234	English	tooth	177	tooth	tuθ	t u θ	1186	t u θ	120 868 417
1235	French	tooth	177	dent	dɑ̃	d ɑ̃	1186	d ɑ̃	145 951
1236	German	tooth	177	Zahn	ʦaːn	ʦ aː n	1186	ts aː n	15 1004 107
1237	Hawaiian	tooth	177	niho	niho	n i h o	1190	n i h o	107 1076 405 887
1238	Navajo	tooth	177	'awoo'	ɣoːʔ	ɣ oː ʔ	1189	ɣ oː ʔ	780 880 409
